;;P1;P1H1;P1H2;P2;P2H1;P2H2;P3;P3H1;P3H2;P4;P4H1;P4H2;P5;P5H1;P5H2;P6;P6H1;P6H2;Flop1;Flop2;Flop3;Turn;River;Dealer
;"4;8D8C2;8H4C;;5D5H6H 1";Nadir Lalji;0;0;Benny Chen ;8H;4C;Ilan Boujehan;0;0;Mike Sexton ;8D;8C;Ema Zajmovic;0;0;Jake Schwartz;0;0;5D;5H;6H;;;1
2 Ryan 3 Alex 4 Jake 5 James 6 Igor 1 Justin;"2;KCJD4;QHQC;;QD4S9CAC2D 1";Nadir Lalji;0;0;Benny Chen ;KC;JD;Ilan Boujehan;0;0;Mike Sexton ;QH;QC;Ema Zajmovic;0;0;Jake Schwartz;0;0;QD;4S;9C;AC;2D;1
;"2;TD2D3;AD6C4;5D4D5;KH3C6;QD2S1;KS9H 0";Justin Bonomo;KS;9H;Ryan Tosoc;TD;2D;Alex Condon;AD;6C;Jake Schindler;5D;4D;James Romero;KH;3C;Igor Yaroshevskyy;QD;2S;0;0;0;0;0;0
;"3;9D7S4;7H4H5;QS2D6;9S7C1;TD6D2;3S3D;;8SJD5H                   0";Justin Bonomo;TD;6D;Ryan Tosoc;3S;3D;Alex Condon;9D;7S;Jake Schindler;7H;4H;James Romero;QS;2D;Igor Yaroshevskyy;9S;7C;8S;JD;5H;  ;  ;0
;"4;AH2H5;JS7H6;KH9H1;9D3H2;7D3D3;KDQH;;6C8DADKCJD 0";Justin Bonomo;9D;3H;Ryan Tosoc;7D;3D;Alex Condon;KD;QH;Jake Schindler;AH;2H;James Romero;JS;7H;Igor Yaroshevskyy;KH;9H;6C;8D;AD;KC;JD;0
;"5;KH3C6;JSTD1;QH7C2;9S4H3;AC9H4;8H7H;;KD5CAH          0";Justin Bonomo;QH;7C;Ryan Tosoc;9S;4H;Alex Condon;AC;9H;Jake Schindler;8H;7H;James Romero;KH;3C;Igor Yaroshevskyy;JS;TD;KD;5C;AH;  ;  ;0
;"1;QH6C2;8C3C3;AH8D4;7S4S5;ASAC6;8S5H 0";Justin Bonomo;QH;6C;Ryan Tosoc;8C;3C;Alex Condon;AH;8D;Jake Schindler;7S;4S;James Romero;AS;AC;Igor Yaroshevskyy;8S;5H;0;0;0;0;0;0
;"2;TD9S3;TSTH4;8S4D5;6S6D6;9C7S1;JC7C;;3DKD5D          0";Justin Bonomo;JC;7C;Ryan Tosoc;TD;9S;Alex Condon;TS;TH;Jake Schindler;8S;4D;James Romero;6S;6D;Igor Yaroshevskyy;9C;7S;3D;KD;5D;  ;  ;0
;"1;9C7D2;JS3D3;4D2D4;QH6D5;AD2S6;7S3D 0";Justin Bonomo;9C;7D;Ryan Tosoc;JS;3D;Alex Condon;4D;2D;Jake Schindler;QH;6D;James Romero;AD;2S;Igor Yaroshevskyy;7S;3D;0;0;0;0;0;0
;"2;9S7H3;9D3H4;6H5D5;TH8C6;QC5C1;AD9C;;3S3D8D7DTC 0";Justin Bonomo;AD;9C;Ryan Tosoc;9S;7H;Alex Condon;9D;3H;Jake Schindler;6H;5D;James Romero;TH;8C;Igor Yaroshevskyy;QC;5C;3S;3D;8D;7D;TC;0
;"3;9D7D4;4S3C5;5H3D6;JC4H1;QDTH2;JS8D;;TCJDAD5D2S 0";Justin Bonomo;QD;TH;Ryan Tosoc;JS;8D;Alex Condon;9D;7D;Jake Schindler;4S;3C;James Romero;5H;3D;Igor Yaroshevskyy;JC;4H;TC;JD;AD;5D;2S;0
;"4;4S4C5;QD2C6;7D3D1;TD6H2;KS6D3;JH3C 1";Justin Bonomo;TD;6H;Ryan Tosoc;KS;6D;Alex Condon;JH;3C;Jake Schindler;4S;4C;James Romero;QD;2C;Igor Yaroshevskyy;7D;3D;0;0;0;0;0;1
;"6;TS4C1;AHJS2;ADKH3;7C5S4;8S4S5;5C2S;;3SACKS7HTH 1";Justin Bonomo;AH;JS;Ryan Tosoc;AD;KH;Alex Condon;7C;5S;Jake Schindler;8S;4S;James Romero;5C;2S;Igor Yaroshevskyy;TS;4C;3S;AC;KS;7H;TH;1
;"1;9D5H2;AC3S3;KDTC4;AH9H5;AS5C6;8S2D 1";Justin Bonomo;9D;5H;Ryan Tosoc;AC;3S;Alex Condon;KD;TC;Jake Schindler;AH;9H;James Romero;AS;5C;Igor Yaroshevskyy;8S;2D;0;0;0;0;0;1
;"6;KCTC1;KD8C2;JC4H3;AD2D4;3D2S5;QH8H;;TDJH5H7D      1";Justin Bonomo;KD;8C;Ryan Tosoc;JC;4H;Alex Condon;AD;2D;Jake Schindler;3D;2S;James Romero;QH;8H;Igor Yaroshevskyy;KC;TC;TD;JH;5H;7D;  ;1
;"1;QS7H2;4S3D3;JH4H4;TH8D5;6S3S6;5S3C 0";Justin Bonomo;QS;7H;Ryan Tosoc;4S;3D;Alex Condon;JH;4H;Jake Schindler;TH;8D;James Romero;6S;3S;Igor Yaroshevskyy;5S;3C;0;0;0;0;0;0
;"2;6C2S3;5D4C4;7H6D5;TD9H6;KC3C1;JCTC;;6HKS3D          0";Justin Bonomo;JC;TC;Ryan Tosoc;6C;2S;Alex Condon;5D;4C;Jake Schindler;7H;6D;James Romero;TD;9H;Igor Yaroshevskyy;KC;3C;6H;KS;3D;  ;  ;0
;"3;AC9H4;QH2S5;QD9C6;AHKS1;AD7D2;JC3H 0";Justin Bonomo;AD;7D;Ryan Tosoc;JC;3H;Alex Condon;AC;9H;Jake Schindler;QH;2S;James Romero;QD;9C;Igor Yaroshevskyy;AH;KS;0;0;0;0;0;0
;"4;9S5H5;TS9H6;KSQS1;ASAD2;JSTD3;JH9C 0";Justin Bonomo;AS;AD;Ryan Tosoc;JS;TD;Alex Condon;JH;9C;Jake Schindler;9S;5H;James Romero;TS;9H;Igor Yaroshevskyy;KS;QS;0;0;0;0;0;0
;"5;JH5H6;ACTC1;JC9C2;JS7D3;ASTD4;KS4S;;JD6SQCAHTS 0";Justin Bonomo;JC;9C;Ryan Tosoc;JS;7D;Alex Condon;AS;TD;Jake Schindler;KS;4S;James Romero;JH;5H;Igor Yaroshevskyy;AC;TC;JD;6S;QC;AH;TS;0
;"1;QS8C2;8S4D3;ASTD4;JCTS5;KH6H6;7H3S 0";Justin Bonomo;QS;8C;Ryan Tosoc;8S;4D;Alex Condon;AS;TD;Jake Schindler;JC;TS;James Romero;KH;6H;Igor Yaroshevskyy;7H;3S;0;0;0;0;0;0
;"3;2S2H4;9H7C5;KC6D6;QC6C1;QS5C2;5S5D 0";Justin Bonomo;QS;5C;Ryan Tosoc;5S;5D;Alex Condon;2S;2H;Jake Schindler;9H;7C;James Romero;KC;6D;Igor Yaroshevskyy;QC;6C;0;0;0;0;0;0
;"4;QDJS5;6D2S6;8C6C1;2D2C2;7C6S3;9D6H 0";Justin Bonomo;2D;2C;Ryan Tosoc;7C;6S;Alex Condon;9D;6H;Jake Schindler;QD;JS;James Romero;6D;2S;Igor Yaroshevskyy;8C;6C;0;0;0;0;0;0
;"6;QC2S1;KHJD2;KC9D3;TS7H4;QD9C5;9S7C;;7SKS6CJSJH 0";Justin Bonomo;KH;JD;Ryan Tosoc;KC;9D;Alex Condon;TS;7H;Jake Schindler;QD;9C;James Romero;9S;7C;Igor Yaroshevskyy;QC;2S;7S;KS;6C;JS;JH;0
;"1;AD8S2;QSJD3;QD6H4;TS2C5;9S5C6;ASAH 0";Justin Bonomo;AD;8S;Ryan Tosoc;QS;JD;Alex Condon;QD;6H;Jake Schindler;TS;2C;James Romero;9S;5C;Igor Yaroshevskyy;AS;AH;0;0;0;0;0;0
;"3;KS6H4;QD8C5;AS8S6;9D5D1;9C4D2;3H3C;;7SADAH9H3S 0";Justin Bonomo;9C;4D;Ryan Tosoc;3H;3C;Alex Condon;KS;6H;Jake Schindler;QD;8C;James Romero;AS;8S;Igor Yaroshevskyy;9D;5D;7S;AD;AH;9H;3S;0
;"5;JS9D6;AC4D1;8S2C2;QH3S3;2S2D4;6H4C 0";Justin Bonomo;8S;2C;Ryan Tosoc;QH;3S;Alex Condon;2S;2D;Jake Schindler;6H;4C;James Romero;JS;9D;Igor Yaroshevskyy;AC;4D;0;0;0;0;0;0
;"6;AH3H1;7C4C2;9H4H3;JH5S4;JD9C5;KHTS;;2HTC6H        0";Justin Bonomo;7C;4C;Ryan Tosoc;9H;4H;Alex Condon;JH;5S;Jake Schindler;JD;9C;James Romero;KH;TS;Igor Yaroshevskyy;AH;3H;2H;TC;6H;  ;  ;0
;"1;JCTD2;6H4D3;3S2C4;AS9D5;KH2H6;TC3H;;AD5C8C7D5H 0";Justin Bonomo;JC;TD;Ryan Tosoc;6H;4D;Alex Condon;3S;2C;Jake Schindler;AS;9D;James Romero;KH;2H;Igor Yaroshevskyy;TC;3H;AD;5C;8C;7D;5H;0
;"2;QDJC3;TSTD4;AS4D5;JS5H6;KS2S1;JH2H 0";Justin Bonomo;JH;2H;Ryan Tosoc;QD;JC;Alex Condon;TS;TD;Jake Schindler;AS;4D;James Romero;JS;5H;Igor Yaroshevskyy;KS;2S;0;0;0;0;0;0
;"4;QC3D5;KD5D6;QSQD1;5C4D2;5S2C3;8S7C 0";Justin Bonomo;5C;4D;Ryan Tosoc;5S;2C;Alex Condon;8S;7C;Jake Schindler;QC;3D;James Romero;KD;5D;Igor Yaroshevskyy;QS;QD;0;0;0;0;0;0
;"6;ADTS1;QH9D2;8S3S3;5C4C4;QCTC5;QSQD;;2D7H2H9C3D 1";Justin Bonomo;QH;9D;Ryan Tosoc;8S;3S;Alex Condon;5C;4C;Jake Schindler;QC;TC;James Romero;QS;QD;Igor Yaroshevskyy;AD;TS;2D;7H;2H;9C;3D;1
;"2;QS9D3;TH2H4;KSKD5;8D4C1;JH7H;;4H8S3C      1";Justin Bonomo;JH;7H;Ryan Tosoc;QS;9D;Alex Condon;TH;2H;Jake Schindler;KS;KD;James Romero;8D;4C;Igor Yaroshevskyy;0;0;4H;8S;3C;  ;  ;1
;"3;AS3H4;7D7C5;3D2H1;5S5H2;TC3S;;JCQC7SADAH 1";Justin Bonomo;5S;5H;Ryan Tosoc;TC;3S;Alex Condon;AS;3H;Jake Schindler;7D;7C;James Romero;3D;2H;Igor Yaroshevskyy;0;0;JC;QC;7S;AD;AH;1
;"5;ACJH2;5S4S3;AH7C4;ADJC 1";Justin Bonomo;0;0;Ryan Tosoc;5S;4S;Alex Condon;AH;7C;Jake Schindler;AD;JC;James Romero;AC;JH;Igor Yaroshevskyy;0;0;0;0;0;0;0;1
;"2;TC2C3;QC9C4;JDTH5;5S5C;;KC8HJHAS7D 1";Justin Bonomo;0;0;Ryan Tosoc;TC;2C;Alex Condon;QC;9C;Jake Schindler;JD;TH;James Romero;5S;5C;Igor Yaroshevskyy;0;0;KC;8H;JH;AS;7D;1
;"5;9H7D2;AH6D4;KD8C;;5DAD7C6C     1";Justin Bonomo;0;0;Ryan Tosoc;AH;6D;Alex Condon;0;0;Jake Schindler;KD;8C;James Romero;9H;7D;Igor Yaroshevskyy;0;0;5D;AD;7C;6C;  ;1
;"2;9C3C4;QH2C5;3S3H ;;2H7CAC6H4C 1";Justin Bonomo;0;0;Ryan Tosoc;9C;3C;Alex Condon;0;0;Jake Schindler;QH;2C;James Romero;3S;3H;Igor Yaroshevskyy;0;0;2H;7C;AC;6H;4C;1
;"4;KHJC5;TS9D2;KS3D;;9HJDQS7H2S 1";Justin Bonomo;0;0;Ryan Tosoc;KS;3D;Alex Condon;0;0;Jake Schindler;KH;JC;James Romero;TS;9D;Igor Yaroshevskyy;0;0;9H;JD;QS;7H;2S;1
;"4;QS5H5;QDTS2;KCTC;;KH9D6HQHQC 1";Justin Bonomo;0;0;Ryan Tosoc;KC;TC;Alex Condon;0;0;Jake Schindler;QS;5H;James Romero;QD;TS;Igor Yaroshevskyy;0;0;KH;9D;6H;QH;QC;1
;"2;QHQC4;KH5D5;9D6S;;2D8H9S8S7S 1";Justin Bonomo;0;0;Ryan Tosoc;QH;QC;Alex Condon;0;0;Jake Schindler;KH;5D;James Romero;9D;6S;Igor Yaroshevskyy;0;0;2D;8H;9S;8S;7S;1
;"5;KC6C2;AC7C4;9C4H 1";Justin Bonomo;0;0;Ryan Tosoc;AC;7C;Alex Condon;0;0;Jake Schindler;9C;4H;James Romero;KC;6C;Igor Yaroshevskyy;0;0;0;0;0;0;0;1
;"5;JC9D2;AC7C4;QH2C;;3D9C4D7H2H 1";Justin Bonomo;0;0;Ryan Tosoc;AC;7C;Alex Condon;0;0;Jake Schindler;QH;2C;James Romero;JC;9D;Igor Yaroshevskyy;0;0;3D;9C;4D;7H;2H;1
;"5;KH3S2;JD2S4;QS7H;;9HTS4CJS     1";Justin Bonomo;0;0;Ryan Tosoc;JD;2S;Alex Condon;0;0;Jake Schindler;QS;7H;James Romero;KH;3S;Igor Yaroshevskyy;0;0;9H;TS;4C;JS;  ;1
;"4;ASJH5;KD5H2;KSKH;;5STSJCAHTD 1";Justin Bonomo;0;0;Ryan Tosoc;KS;KH;Alex Condon;0;0;Jake Schindler;AS;JH;James Romero;KD;5H;Igor Yaroshevskyy;0;0;5S;TS;JC;AH;TD;1
;"5;ACQC2;TSTD4;JH5H;;2H4S7C2S4C 1";Justin Bonomo;0;0;Ryan Tosoc;TS;TD;Alex Condon;0;0;Jake Schindler;JH;5H;James Romero;AC;QC;Igor Yaroshevskyy;0;0;2H;4S;7C;2S;4C;1
;"4;QH9D5;9H6H2;4H4C 0";Justin Bonomo;0;0;Ryan Tosoc;4H;4C;Alex Condon;0;0;Jake Schindler;QH;9D;James Romero;9H;6H;Igor Yaroshevskyy;0;0;0;0;0;0;0;0
;"5;TS2D2;KS2H4;4H4D 0";Justin Bonomo;0;0;Ryan Tosoc;KS;2H;Alex Condon;0;0;Jake Schindler;4H;4D;James Romero;TS;2D;Igor Yaroshevskyy;0;0;0;0;0;0;0;0
;"2;7S5C4;6H6C5;KHJD;;3SKD2C8D2S 0";Justin Bonomo;0;0;Ryan Tosoc;7S;5C;Alex Condon;0;0;Jake Schindler;6H;6C;James Romero;KH;JD;Igor Yaroshevskyy;0;0;3S;KD;2C;8D;2S;0
;"5;QS3C2;ACQH 0";Justin Bonomo;0;0;Ryan Tosoc;AC;QH;Alex Condon;0;0;Jake Schindler;0;0;James Romero;QS;3C;Igor Yaroshevskyy;0;0;0;0;0;0;0;0
;"2;AHAD5;KSTC;;7DJS2CJD4C 0";Justin Bonomo;0;0;Ryan Tosoc;AH;AD;Alex Condon;0;0;Jake Schindler;0;0;James Romero;KS;TC;Igor Yaroshevskyy;0;0;7D;JS;2C;JD;4C;0
;"5;9C2S2;KH4C;;8D8C2H8S7C 0";Justin Bonomo;0;0;Ryan Tosoc;KH;4C;Alex Condon;0;0;Jake Schindler;0;0;James Romero;9C;2S;Igor Yaroshevskyy;0;0;8D;8C;2H;8S;7C;0
;"2;AS5D5;QC3S;;9H3DKDQD9S 0";Justin Bonomo;0;0;Ryan Tosoc;AS;5D;Alex Condon;0;0;Jake Schindler;0;0;James Romero;QC;3S;Igor Yaroshevskyy;0;0;9H;3D;KD;QD;9S;0
1 Mike 2 Jesse 3 JARED 4 DANIEL 5 Simeon 6 Richard;"2;5S5C5;KHKC;;9CJDAH4S6C 0";Justin Bonomo;0;0;Ryan Tosoc;5S;5C;Alex Condon;0;0;Jake Schindler;0;0;James Romero;KH;KC;Igor Yaroshevskyy;0;0;9C;JD;AH;4S;6C;0
;"1;4D2S2;AHKH3;KDJD4;KC8D5;TH2H6;3H3D;;8H4S9DQCTC 1";Mike Sexton;4D;2S;Jesse Martin ;AH;KH;Daniel Strelitz;KD;JD;Jared Griener;KC;8D;Simeon Naydenov;TH;2H;Richard Tuhrim;3H;3D;8H;4S;9D;QC;TC;1
;"3;6H3H4;AD7C5;ASQH6;KS4C1;8C6S2;QDJD;;5STD4H      1";Mike Sexton;8C;6S;Jesse Martin ;QD;JD;Daniel Strelitz;6H;3H;Jared Griener;AD;7C;Simeon Naydenov;AS;QH;Richard Tuhrim;KS;4C;5S;TD;4H;  ;  ;1
;"4;4H2D5;7D6D6;8S7H1;AC2H2;KH6C3;9C4S 1";Mike Sexton;AC;2H;Jesse Martin ;KH;6C;Daniel Strelitz;9C;4S;Jared Griener;4H;2D;Simeon Naydenov;7D;6D;Richard Tuhrim;8S;7H;0;0;0;0;0;1
;"1;9S7C2;KD9C3;AH3S4;KCQC5;TH2S6;AS7S ;;7D3D4C9HKH 1";Mike Sexton;9S;7C;Jesse Martin ;KD;9C;Daniel Strelitz;AH;3S;Jared Griener;KC;QC;Simeon Naydenov;TH;2S;Richard Tuhrim;AS;7S;7D;3D;4C;9H;KH;1
;"4;9S3D5;7D7C1;KDTS2;JDTC3;5D4D;;9D6H7H2S    1";Mike Sexton;KD;TS;Jesse Martin ;JD;TC;Daniel Strelitz;5D;4D;Jared Griener;9S;3D;Simeon Naydenov;7D;7C;Richard Tuhrim;0;0;9D;6H;7H;2S;  ;1
;"1;KC5H2;7D6H3;KS3H4;JD6C5;JS9C;;9DTC2CADQC 1";Mike Sexton;KC;5H;Jesse Martin ;7D;6H;Daniel Strelitz;KS;3H;Jared Griener;JD;6C;Simeon Naydenov;JS;9C;Richard Tuhrim;0;0;9D;TC;2C;AD;QC;1
;"5;QS8C1;AS3C2;KD5D3;KH6S4;8D6S;;7SJD9HKC2D 1";Mike Sexton;AS;3C;Jesse Martin ;KD;5D;Daniel Strelitz;KH;6S;Jared Griener;8D;6S;Simeon Naydenov;QS;8C;Richard Tuhrim;0;0;7S;JD;9H;KC;2D;1
;"2;6H5S3;9C3H4;KH8H5;KC2C1;JC2D 0";Mike Sexton;JC;2D;Jesse Martin ;6H;5S;Daniel Strelitz;9C;3H;Jared Griener;KH;8H;Simeon Naydenov;KC;2C;Richard Tuhrim;0;0;0;0;0;0;0;0
;"3;KC7C4;KSTH5;QH2C1;AHJC2;AC4H 0";Mike Sexton;AH;JC;Jesse Martin ;AC;4H;Daniel Strelitz;KC;7C;Jared Griener;KS;TH;Simeon Naydenov;QH;2C;Richard Tuhrim;0;0;0;0;0;0;0;0
;"4;8D6S5;ASQD1;KHKC2;JH7D3;8H5D 0";Mike Sexton;KH;KC;Jesse Martin ;JH;7D;Daniel Strelitz;8H;5D;Jared Griener;8D;6S;Simeon Naydenov;AS;QD;Richard Tuhrim;0;0;0;0;0;0;0;0
;"1;8S6D2;TD2H3;TS8H4;JS5S5;AS5D;;AC6S3C6HJD 0";Mike Sexton;8S;6D;Jesse Martin ;TD;2H;Daniel Strelitz;TS;8H;Jared Griener;JS;5S;Simeon Naydenov;AS;5D;Richard Tuhrim;0;0;AC;6S;3C;6H;JD;0
;"2;QS2C3;TC3D4;TH9C5;8H5S1;ADKH 0";Mike Sexton;AD;KH;Jesse Martin ;QS;2C;Daniel Strelitz;TC;3D;Jared Griener;TH;9C;Simeon Naydenov;8H;5S;Richard Tuhrim;0;0;0;0;0;0;0;0
;"3;JD3C4;JSJC5;AS3H1;TS5H2;AHTH;;TD8H7D4SQH 0";Mike Sexton;TS;5H;Jesse Martin ;AH;TH;Daniel Strelitz;JD;3C;Jared Griener;JS;JC;Simeon Naydenov;AS;3H;Richard Tuhrim;0;0;TD;8H;7D;4S;QH;0
;"1;9C6D2;6H3H3;QS5D4;TC8H5;AS2H;;4D9H6C       0";Mike Sexton;9C;6D;Jesse Martin ;6H;3H;Daniel Strelitz;QS;5D;Jared Griener;TC;8H;Simeon Naydenov;AS;2H;Richard Tuhrim;0;0;4D;9H;6C;  ;  ;0
;"2;3C2H3;6S4H4;JS2C5;QSQH1;KCQC 0";Mike Sexton;KC;QC;Jesse Martin ;3C;2H;Daniel Strelitz;6S;4H;Jared Griener;JS;2C;Simeon Naydenov;QS;QH;Richard Tuhrim;0;0;0;0;0;0;0;0
;"4;QC4H5;9C5C1;JS3D2;JH9D3;ACQH;;AHAS7D9S8S 1";Mike Sexton;JS;3D;Jesse Martin ;JH;9D;Daniel Strelitz;AC;QH;Jared Griener;QC;4H;Simeon Naydenov;9C;5C;Richard Tuhrim;0;0;AH;AS;7D;9S;8S;1
;"1;JS5S2;4D2H3;QD3D4;9H8D5;8S4C 1";Mike Sexton;JS;5S;Jesse Martin ;4D;2H;Daniel Strelitz;QD;3D;Jared Griener;9H;8D;Simeon Naydenov;8S;4C;Richard Tuhrim;0;0;0;0;0;0;0;1
;"3;QH7H4;QCJH5;AC6S1;QS2S2;JC4D 1";Mike Sexton;QS;2S;Jesse Martin ;JC;4D;Daniel Strelitz;QH;7H;Jared Griener;QC;JH;Simeon Naydenov;AC;6S;Richard Tuhrim;0;0;0;0;0;0;0;1
;"5;TD7H1;KSKC2;6S2H3;5D3H4;AS4D;;8SAH3CJCJH 1";Mike Sexton;KS;KC;Jesse Martin ;6S;2H;Daniel Strelitz;5D;3H;Jared Griener;AS;4D;Simeon Naydenov;TD;7H;Richard Tuhrim;0;0;8S;AH;3C;JC;JH;1
;"1;7D4S2;ASTH3;AC9C4;6C5C5;5D2C 1";Mike Sexton;7D;4S;Jesse Martin ;AS;TH;Daniel Strelitz;AC;9C;Jared Griener;6C;5C;Simeon Naydenov;5D;2C;Richard Tuhrim;0;0;0;0;0;0;0;1
;"3;7H6C4;QS8D5;9C3C1;KS6H2;QH5D 1";Mike Sexton;KS;6H;Jesse Martin ;QH;5D;Daniel Strelitz;7H;6C;Jared Griener;QS;8D;Simeon Naydenov;9C;3C;Richard Tuhrim;0;0;0;0;0;0;0;1
;"4;KSJD5;JS3S1;6C4C2;QC6H3;TD9S;;2C8S5D        1";Mike Sexton;6C;4C;Jesse Martin ;QC;6H;Daniel Strelitz;TD;9S;Jared Griener;KS;JD;Simeon Naydenov;JS;3S;Richard Tuhrim;0;0;2C;8S;5D;  ;  ;1
;"5;9C6D1;QH6C2;JCTD3;KDJS4;QSTC 1";Mike Sexton;QH;6C;Jesse Martin ;JC;TD;Daniel Strelitz;KD;JS;Jared Griener;QS;TC;Simeon Naydenov;9C;6D;Richard Tuhrim;0;0;0;0;0;0;0;1
;"1;QS7H2;JH2C3;QC7S4;QH5D5;6D3C 1";Mike Sexton;QS;7H;Jesse Martin ;JH;2C;Daniel Strelitz;QC;7S;Jared Griener;QH;5D;Simeon Naydenov;6D;3C;Richard Tuhrim;0;0;0;0;0;0;0;1
;"3;8H3D4;KC3S5;2S2C1;TS9H2;AH8S 1";Mike Sexton;TS;9H;Jesse Martin ;AH;8S;Daniel Strelitz;8H;3D;Jared Griener;KC;3S;Simeon Naydenov;2S;2C;Richard Tuhrim;0;0;0;0;0;0;0;1
;"4;9D3C5;TC5H1;ASJH2;4C3S3;QS2D 1";Mike Sexton;AS;JH;Jesse Martin ;4C;3S;Daniel Strelitz;QS;2D;Jared Griener;9D;3C;Simeon Naydenov;TC;5H;Richard Tuhrim;0;0;0;0;0;0;0;1
;"5;7S4C1;7H4D2;JH3H3;6S6D4;ASAC;;3D3SQC        1";Mike Sexton;7H;4D;Jesse Martin ;JH;3H;Daniel Strelitz;6S;6D;Jared Griener;AS;AC;Simeon Naydenov;7S;4C;Richard Tuhrim;0;0;3D;3S;QC;  ;  ;1
;"2;TC9H3;QH5H4;JC8C5;ASTH1;8H3H 1";Mike Sexton;8H;3H;Jesse Martin ;TC;9H;Daniel Strelitz;QH;5H;Jared Griener;JC;8C;Simeon Naydenov;AS;TH;Richard Tuhrim;0;0;0;0;0;0;0;1
;"3;KC9H4;KH5C5;7S3C1;QSJS2;KDQD 1";Mike Sexton;QS;JS;Jesse Martin ;KD;QD;Daniel Strelitz;KC;9H;Jared Griener;KH;5C;Simeon Naydenov;7S;3C;Richard Tuhrim;0;0;0;0;0;0;0;1
;"1;8H2H2;JD8D3;7H7C4;AC2D5;JC6C 1";Mike Sexton;8H;2H;Jesse Martin ;JD;8D;Daniel Strelitz;7H;7C;Jared Griener;AC;2D;Simeon Naydenov;JC;6C;Richard Tuhrim;0;0;0;0;0;0;0;1
;"5;QC4C1;AH6H2;9D3H3;8S5C4;ACTS;;QD3DKH7C3S 1";Mike Sexton;AH;6H;Jesse Martin ;9D;3H;Daniel Strelitz;8S;5C;Jared Griener;AC;TS;Simeon Naydenov;QC;4C;Richard Tuhrim;0;0;QD;3D;KH;7C;3S;1
;"1;TS2H2;KD5C3;QH8H4;AC4S5;AD2D;;7CTC3S         1";Mike Sexton;TS;2H;Jesse Martin ;KD;5C;Daniel Strelitz;QH;8H;Jared Griener;AC;4S;Simeon Naydenov;AD;2D;Richard Tuhrim;0;0;7C;TC;3S;  ;  ;1
;"3;KC3H4;4H3D5;6H6C1;AS9S2;5D5C;;4D8S8CJH5H 0";Mike Sexton;AS;9S;Jesse Martin ;5D;5C;Daniel Strelitz;KC;3H;Jared Griener;4H;3D;Simeon Naydenov;6H;6C;Richard Tuhrim;0;0;4D;8S;8C;JH;5H;0
;"4;TC3H5;AC2S1;JC2D2;QH6C3;8S8H;;4DKCKS4HAH 0";Mike Sexton;JC;2D;Jesse Martin ;QH;6C;Daniel Strelitz;8S;8H;Jared Griener;TC;3H;Simeon Naydenov;AC;2S;Richard Tuhrim;0;0;4D;KC;KS;4H;AH;0
;"5;QSJS1;TC8D3;9C8C4;4S4D;;5D2HTD7C     0";Mike Sexton;TC;8D;Jesse Martin ;0;0;Daniel Strelitz;9C;8C;Jared Griener;4S;4D;Simeon Naydenov;QS;JS;Richard Tuhrim;0;0;5D;2H;TD;7C;  ;0
;"1;ADKH3;3H2C4;KS8C5;QS9C 0";Mike Sexton;AD;KH;Jesse Martin ;0;0;Daniel Strelitz;3H;2C;Jared Griener;KS;8C;Simeon Naydenov;QS;9C;Richard Tuhrim;0;0;0;0;0;0;0;0
;"4;KSTD5;QS4S1;TS7S3;AS9D;;2H9HAHKD5H 0";Mike Sexton;TS;7S;Jesse Martin ;0;0;Daniel Strelitz;AS;9D;Jared Griener;KS;TD;Simeon Naydenov;QS;4S;Richard Tuhrim;0;0;2H;9H;AH;KD;5H;0
;"5;AS8H1;3S2H3;QS9H4;QD3D;;JD4S2D9S2C 0";Mike Sexton;3S;2H;Jesse Martin ;0;0;Daniel Strelitz;QS;9H;Jared Griener;QD;3D;Simeon Naydenov;AS;8H;Richard Tuhrim;0;0;JD;4S;2D;9S;2C;0
;"1;5H4D3;QS6S4;QHTC5;9D8H;;4H7SASJH      0";Mike Sexton;5H;4D;Jesse Martin ;0;0;Daniel Strelitz;QS;6S;Jared Griener;QH;TC;Simeon Naydenov;9D;8H;Richard Tuhrim;0;0;4H;7S;AS;JH;  ;0
;"4;8C4H5;QH7D1;KHJH3;3H2D 0";Mike Sexton;KH;JH;Jesse Martin ;0;0;Daniel Strelitz;3H;2D;Jared Griener;8C;4H;Simeon Naydenov;QH;7D;Richard Tuhrim;0;0;0;0;0;0;0;0
;"5;7H5D1;KHKD3;8S3D4;AD7S;;AC7CJS9CAS 0";Mike Sexton;KH;KD;Jesse Martin ;0;0;Daniel Strelitz;8S;3D;Jared Griener;AD;7S;Simeon Naydenov;7H;5D;Richard Tuhrim;0;0;AC;7C;JS;9C;AS;0
;"3;8C2C4;AC7C5;TD4D;;TC6CQS9SAS 0";Mike Sexton;0;0;Jesse Martin ;0;0;Daniel Strelitz;8C;2C;Jared Griener;AC;7C;Simeon Naydenov;TD;4D;Richard Tuhrim;0;0;TC;6C;QS;9S;AS;0
;"3;AS5S4;8H7S5;5H3S;;QH6D2C        0";Mike Sexton;0;0;Jesse Martin ;0;0;Daniel Strelitz;AS;5S;Jared Griener;8H;7S;Simeon Naydenov;5H;3S;Richard Tuhrim;0;0;QH;6D;2C;  ;  ;0
